(4, -41)
(5, -41)
(6, -41)
(7, -41)
(7, -41)
(8, -41)
(8, -41)
(8, -41)
(9, -41)
(7, -41)
(5, -41)
(3, -41)
(3, -40)
(1, -40)
(3, -39)
(7, -39)
(8, -39)
(13, -38)
(18, -38)
(24, -37)
(30, -37)
(32, -36)
(34, -36)
(33, -35)
(33, -35)
(33, -35)
(32, -34)
(32, -34)
(32, -34)
(32, -34)
(32, -33)
(32, -33)
(31, -33)
(31, -33)
(29, -32)
(29, -32)
(27, -32)
(29, -32)
(32, -32)
(33, -32)
(35, -32)
(36, -32)
(37, -32)
(36, -32)
(35, -32)
(35, -32)
(33, -32)
(31, -32)
(28, -32)
(24, -32)
(21, -32)
(16, -32)
(17, -32)
(19, -33)
(19, -33)
(24, -33)
(25, -33)
(28, -34)
(29, -34)
(30, -35)
(30, -35)
(28, -35)
(27, -36)
(26, -36)
(25, -36)
(24, -37)
(25, -37)
(25, -37)
(25, -38)
(24, -38)
(23, -38)
(24, -39)
(24, -39)
(23, -39)
(24, -39)
(24, -40)
(25, -40)
(25, -40)
(25, -40)
(25, -41)
(25, -41)
(25, -41)
(23, -41)
(21, -41)
(19, -41)
(18, -41)
(17, -41)
(17, -41)
(17, -41)
(16, -41)
(13, -41)
(12, -40)
(10, -40)
(8, -40)
(7, -40)
(5, -39)
(3, -39)
(3, -39)
(-1, -38)
(-3, -38)
(-5, -38)
(-6, -37)
(-5, -36)
(-4, -36)
(-4, -36)
(-4, -35)
(-4, -34)
(-5, -34)
(-6, -33)
(-8, -33)
(-9, -32)
(-11, -32)
(-13, -32)
(-16, -31)
(-18, -30)
(-20, -30)
(-21, -30)
(-23, -29)
(-24, -28)
(-25, -28)
(-26, -28)
(-27, -27)
(-27, -27)
(-29, -26)
(-30, -26)
(-31, -26)
(-31, -26)
(-30, -25)
(-31, -25)
(-29, -25)
(-28, -24)
(-28, -24)
(-25, -23)
(-25, -23)
(-24, -23)
(-22, -23)
(-22, -23)
(-21, -22)
(-16, -22)
(-14, -22)
(-11, -22)
(-9, -21)
(-9, -21)
(-10, -21)
(-10, -21)
(-10, -21)
(-10, -20)
(-11, -20)
(-11, -20)
(-9, -20)
(-9, -20)
(-8, -20)
(-8, -20)
(-8, -20)
(-7, -19)
(-8, -19)
(-8, -19)
(-10, -19)
(-10, -19)
(-12, -19)
(-12, -19)
(-12, -19)
(-12, -19)
(-11, -19)
(-10, -19)
(-10, -19)
(-8, -19)
(-8, -19)
(-7, -19)
(-8, -19)
(-8, -19)
(-9, -20)
(-10, -20)
(-11, -20)
(-11, -20)
(-13, -20)
(-14, -20)
(-14, -20)
(-14, -20)
(-14, -21)
(-14, -21)
(-14, -21)
(-14, -21)
(-13, -21)
(-13, -21)
(-13, -22)
(-13, -22)
(-13, -22)
(-13, -22)
(-12, -23)
(-12, -23)
(-13, -23)
(-12, -23)
(-12, -23)
(-12, -24)
(-12, -24)
(-11, -24)
(-11, -24)
(-12, -25)
(-11, -25)
(-11, -25)
(-11, -26)
(-12, -26)
(-12, -27)
(-12, -27)
(-13, -28)
(-14, -28)
(-14, -28)
(-15, -29)
(-16, -30)
(-18, -30)
(-19, -31)
(-20, -31)
(-20, -32)
(-25, -32)
(-27, -32)
(-30, -33)
(-34, -34)
(-35, -34)
(-38, -34)
(-38, -35)
(-38, -36)
(-37, -36)
(-34, -36)
(-31, -37)
(-29, -37)
(-24, -38)
(-20, -38)
(-15, -38)
(-8, -39)
(1, -39)
(0, -39)
(0, -40)
(-1, -40)
(0, -40)
(0, -40)
(2, -41)
(3, -41)
(5, -41)
(7, -41)
(10, -41)
(10, -41)
(10, -41)
(12, -41)
(13, -41)
(12, -41)
(12, -41)
(13, -41)
(11, -41)
(9, -41)
(7, -41)
(6, -41)
(5, -40)
(4, -39)
(4, -39)
(5, -39)
(11, -38)
(14, -38)
(18, -37)
(20, -37)
(23, -37)
(26, -36)
(27, -36)
(29, -36)
(30, -35)
(32, -35)
(33, -35)
(33, -34)
(33, -34)
(33, -34)
(32, -34)
(31, -33)
(31, -33)
(30, -33)
(30, -33)
(29, -32)
(29, -32)
(29, -32)
(31, -32)
(34, -32)
(37, -32)
(37, -32)
(39, -32)
(39, -32)
(39, -32)
(37, -32)
(35, -32)
(31, -32)
(29, -32)
(26, -32)
(23, -32)
(22, -32)
(18, -32)
(15, -32)
(16, -32)
(17, -33)
(19, -33)
(20, -33)
(24, -33)
(27, -34)
(29, -34)
(30, -34)
(31, -34)
(33, -34)
(32, -35)
(31, -35)
(31, -35)
(30, -36)
(27, -36)
(27, -36)
(26, -37)
(26, -37)
(25, -37)
(25, -38)
(25, -38)
(25, -38)
(24, -39)
(25, -39)
(26, -39)
(26, -39)
(24, -40)
(23, -40)
(22, -40)
(21, -40)
(21, -41)
(22, -41)
(23, -41)
(23, -41)
(21, -41)
(21, -41)
(21, -41)
(20, -41)
(20, -41)
(19, -41)
(19, -41)
(17, -41)
(14, -41)
(12, -40)
(8, -40)
(7, -40)
(6, -40)
(5, -39)
(4, -39)
(1, -39)
(-1, -38)
(-3, -38)
(-5, -38)
(-6, -37)
(-5, -37)
(-4, -36)
(-4, -36)
(-4, -35)
(-4, -35)
(-4, -34)
(-5, -34)
(-7, -33)
(-8, -33)
(-11, -32)
(-12, -32)
(-14, -32)
(-16, -31)
(-18, -30)
(-21, -30)
(-24, -30)
(-25, -29)
(-25, -29)
(-26, -28)
(-29, -28)
(-30, -28)
(-30, -27)
(-31, -27)
(-30, -27)
(-30, -26)
(-29, -26)
(-28, -26)
(-28, -25)
(-27, -25)
(-25, -25)
(-25, -24)
(-24, -24)
(-23, -24)
(-23, -24)
(-22, -23)
(-22, -23)
(-20, -23)
(-20, -22)
(-19, -22)
(-19, -22)
(-18, -22)
(-18, -22)
(-16, -22)
(-16, -21)
(-15, -21)
(-14, -21)
(-13, -21)
(-12, -21)
(-12, -21)
(-10, -20)
(-9, -20)
(-9, -20)
(-7, -20)
(-7, -20)
(-7, -20)
(-6, -20)
(-6, -19)
(-6, -19)
(-8, -19)
(-8, -19)
(-10, -19)
(-11, -19)
(-12, -19)
(-12, -19)
(-13, -19)
(-12, -19)
(-12, -19)
(-12, -19)
(-11, -19)
(-10, -19)
(-9, -19)
(-8, -19)
(-8, -19)
(-9, -20)
(-9, -20)
last known error:  (-9, -20)
(-9, -20)
(-11, -20)
last known error:  (-11, -20)
(-11, -20)
(-12, -21)
(-12, -21)
(-12, -21)
(-12, -21)
(-12, -21)
(-12, -21)
(-13, -22)
(-12, -22)
(-13, -22)
(-13, -22)
(-13, -22)
(-13, -23)
(-13, -23)
(-13, -23)
(-12, -23)
(-13, -24)
(-13, -24)
(-12, -24)
(-12, -25)
(-12, -25)
(-13, -25)
(-13, -26)
(-14, -26)
(-14, -27)
(-14, -27)
(-14, -27)
(-14, -28)
(-15, -28)
(-16, -29)
(-16, -30)
(-17, -30)
(-18, -31)
(-18, -31)
(-20, -32)
(-23, -32)
(-26, -32)
(-29, -33)
(-32, -34)
(-34, -34)
(-36, -34)
(-35, -35)
(-35, -36)
(-34, -36)
(-33, -36)
(-31, -37)
(-30, -37)
(-27, -38)
(-23, -38)
(-19, -38)
(-14, -38)
(-11, -39)
(-8, -39)
(-5, -39)
(-1, -40)
(-1, -40)
(2, -40)
(2, -41)
(3, -41)
(3, -41)
(3, -41)
(4, -41)
(4, -41)
(4, -41)
(5, -41)
(5, -41)
(6, -41)
(7, -41)
(8, -41)
(7, -41)
(7, -41)
(3, -41)
(2, -41)
(2, -40)
(-1, -40)
(1, -39)
(1, -39)
(4, -39)
(7, -38)
(10, -38)
(18, -37)
(23, -37)
(29, -36)
(36, -36)
(41, -36)
(46, -35)
(45, -35)
(45, -35)
(43, -34)
(43, -34)
(44, -34)
(45, -34)
(42, -33)
(37, -33)
(34, -33)
(29, -32)
(27, -32)
(23, -32)
(23, -32)
(24, -32)
(25, -32)
(26, -32)
(28, -32)
(29, -32)
(30, -32)
(31, -32)
(29, -32)
(27, -32)
(23, -32)
(20, -32)
(17, -32)
(14, -32)
(14, -32)
(17, -32)
(18, -33)
(21, -33)
(24, -33)
(27, -33)
(31, -34)
(34, -34)
(36, -34)
(35, -34)
(35, -34)
(35, -35)
(36, -35)
(37, -35)
(38, -36)
(34, -36)
(30, -37)
(29, -37)
(27, -37)
(24, -38)
(24, -38)
(25, -38)
(28, -39)
(27, -39)
(27, -39)
(27, -39)
(28, -40)
(28, -40)
(28, -40)
(27, -40)
(25, -41)
(23, -41)
(21, -41)
(19, -41)
(21, -41)
(20, -41)
(18, -41)
(17, -41)
(15, -41)
(14, -41)
(13, -41)
(12, -40)
(10, -40)
(9, -40)
(5, -40)
(2, -39)
(2, -39)
(-1, -39)
(-2, -38)
(-3, -38)
(-4, -38)
(-7, -37)
(-9, -37)
(-9, -36)
(-11, -36)
(-11, -35)
(-10, -34)
(-10, -34)
(-10, -34)
(-11, -33)
(-13, -32)
(-14, -32)
(-16, -31)
(-16, -31)
(-17, -30)
(-19, -30)
(-20, -30)
(-21, -29)
(-24, -29)
(-25, -28)
(-26, -28)
(-26, -28)
(-27, -27)
(-27, -27)
(-28, -26)
(-29, -26)
(-29, -26)
(-30, -25)
(-29, -25)
(-29, -25)
(-28, -24)
(-28, -24)
(-26, -24)
(-25, -23)
(-24, -23)
(-22, -23)
(-20, -23)
(-19, -22)
(-19, -22)
(-17, -22)
(-16, -22)
(-16, -22)
(-14, -21)
(-12, -21)
(-11, -21)
(-10, -21)
(-9, -21)
(-12, -21)
(-12, -20)
(-12, -20)
(-11, -20)
(-11, -20)
(-10, -20)
(-9, -20)
(-8, -20)
(-8, -19)
(-6, -19)
(-8, -19)
(-8, -19)
(-8, -19)
(-10, -19)
(-10, -19)
(-12, -19)
(-12, -19)
(-12, -19)
(-12, -19)
(-12, -19)
(-12, -19)
(-12, -19)
(-10, -19)
last known error:  (-10, -19)
(-10, -19)
(-8, -19)
(-8, -19)
(-8, -19)
(-11, -20)
(-12, -20)
(-13, -20)
(-13, -20)
(-15, -20)
(-14, -20)
(-12, -21)
(-12, -21)
(-11, -21)
(-10, -21)
(-10, -21)
(-9, -21)
(-9, -22)
(-10, -22)
(-11, -22)
(-11, -22)
(-12, -23)
(-12, -23)
(-13, -23)
(-14, -23)
(-14, -23)
(-14, -24)
(-13, -24)
(-13, -24)
(-13, -25)
(-14, -25)
(-13, -25)
(-13, -26)
(-15, -26)
(-15, -26)
(-15, -27)
(-16, -27)
(-16, -27)
(-16, -28)
(-18, -28)
(-18, -29)
(-18, -29)
(-18, -30)
(-19, -30)
(-19, -30)
(-20, -31)
(-21, -31)
(-21, -32)
(-22, -32)
(-24, -32)
(-26, -32)
(-27, -33)
(-29, -33)
(-30, -34)
(-31, -34)
(-31, -35)
(-31, -35)
(-32, -36)
(-31, -36)
(-31, -36)
(-30, -37)
(-28, -37)
(-24, -37)
(-20, -38)
(-16, -38)
(-14, -38)
(-12, -39)
(-9, -39)
(-7, -39)
(-6, -39)
(-4, -40)
(-3, -40)
(-2, -40)
(-2, -40)
(-2, -41)
(-2, -41)
(-1, -41)
(0, -41)
(1, -41)
(0, -41)
(1, -41)
(2, -41)
(3, -41)
(3, -41)
(4, -41)
(4, -41)
(5, -41)
(7, -41)
(5, -41)
(3, -41)
(2, -41)
(2, -40)
(2, -40)
(3, -39)
(5, -39)
(7, -39)
(11, -38)
(15, -38)
(18, -37)
(23, -37)
(30, -37)
(30, -36)
(32, -36)
(34, -36)
(37, -35)
(39, -35)
(42, -35)
(43, -34)
(41, -34)
(38, -34)
(36, -33)
(34, -33)
(32, -33)
(30, -33)
(32, -32)
(35, -32)
(34, -32)
(33, -32)
(35, -32)
(37, -32)
(38, -32)
(39, -32)
(41, -32)
(41, -32)
(39, -32)
(35, -32)
(32, -32)
(30, -32)
(27, -32)
(24, -32)
(21, -32)
(17, -32)
(14, -32)
(13, -32)
(13, -32)
(13, -33)
(14, -33)
(17, -33)
(19, -33)
(23, -34)
(24, -34)
(28, -34)
(31, -34)
(34, -35)
(33, -35)
(32, -35)
(31, -35)
(28, -36)
(27, -36)
(25, -36)
(23, -36)
(22, -37)
(23, -37)
(26, -38)
(26, -38)
(27, -38)
(28, -39)
(28, -39)
(29, -39)
(28, -39)
(27, -40)
(25, -40)
(24, -40)
(23, -40)
(21, -40)
(20, -41)
(20, -41)
(21, -41)
(21, -41)
(19, -41)
(19, -41)
(19, -41)
(18, -41)
(17, -41)
(17, -41)
(15, -41)
(12, -40)
(10, -40)
(8, -40)
(7, -40)
(5, -39)
(4, -39)
(1, -38)
(0, -38)
(-3, -38)
(-4, -38)
(-7, -37)
(-8, -37)
(-9, -36)
(-10, -36)
(-10, -35)
(-9, -35)
(-8, -35)
(-9, -34)
(-8, -34)
(-10, -33)
(-10, -33)
(-12, -32)
(-15, -31)
(-16, -31)
(-19, -30)
(-19, -30)
(-21, -30)
(-23, -29)
(-22, -28)
(-23, -28)
(-24, -28)
(-25, -27)
(-26, -27)
(-26, -26)
(-27, -26)
(-27, -26)
(-26, -25)
(-26, -25)
(-27, -25)
(-26, -24)
(-25, -24)
(-24, -24)
(-23, -23)
(-22, -23)
(-20, -23)
(-20, -23)
(-19, -22)
(-19, -22)
(-17, -22)
(-16, -22)
(-16, -22)
(-14, -22)
(-14, -21)
(-13, -21)
(-12, -21)
(-12, -21)
(-11, -20)
(-10, -20)
(-10, -20)
(-9, -20)
(-9, -20)
(-9, -20)
(-8, -20)
(-8, -19)
(-8, -19)
(-8, -19)
(-10, -19)
(-10, -19)
(-12, -19)
(-12, -19)
(-14, -19)
(-14, -19)
(-12, -19)
(-12, -19)
(-10, -19)
(-10, -19)
(-10, -19)
(-8, -19)
(-8, -19)
(-8, -19)
(-9, -20)
(-11, -20)
(-12, -20)
(-13, -20)
(-13, -20)
(-15, -20)
(-15, -20)
(-15, -21)
(-15, -21)
(-15, -21)
(-14, -21)
(-13, -21)
(-13, -22)
(-12, -22)
(-12, -22)
(-11, -22)
(-12, -23)
(-11, -23)
(-11, -23)
(-11, -23)
(-10, -23)
(-10, -24)
(-11, -24)
(-12, -25)
(-12, -25)
(-12, -25)
(-13, -26)
(-13, -26)
(-14, -26)
(-14, -27)
(-14, -27)
(-14, -28)
(-15, -28)
(-16, -28)
(-16, -29)
(-17, -29)
(-18, -30)
(-19, -30)
(-20, -31)
(-20, -32)
(-24, -32)
(-26, -32)
(-29, -33)
(-32, -33)
(-35, -34)
(-36, -34)
(-36, -35)
(-35, -35)
(-35, -36)
(-33, -36)
(-29, -37)
(-20, -37)
(-19, -37)
(-12, -38)
(-5, -38)
(-3, -39)
(-1, -39)
(-1, -39)
(-1, -40)
(-1, -40)
(-1, -40)
(-1, -40)
(0, -41)
(0, -41)
(2, -41)
(1, -41)
(2, -41)
(3, -41)
(3, -41)
